,article_id,cluster
0,0198518010,0
1,0198518017,2
2,0198518020,0
3,0198518023,0
4,0198518031,0
5,0365025018,1
6,0452616001,1
7,0452616002,1
8,0452616009,0
9,0452616010,0
10,0482031026,1
11,0482031029,1
12,0482031030,0
13,0482031032,0
14,0482031033,0
15,0483283017,1
16,0483283020,0
17,0483283022,0
18,0483283029,0
19,0483283031,0
20,0483283038,0
21,0501448003,0
22,0541286001,1
23,0541286002,0
24,0541286003,0
25,0541286004,0
26,0541286006,0
27,0541286007,0
28,0541286013,0
29,0541286014,0
30,0541286015,0
31,0541286016,0
32,0541286023,0
33,0541286024,0
34,0541286029,0
35,0541286030,0
36,0541286032,0
37,0541286033,0
38,0541286044,0
39,0541286045,0
40,0541286051,0
41,0541286052,0
42,0541286053,0
43,0577468004,1
44,0577468006,0
45,0577468007,0
46,0577468012,0
47,0577468013,0
48,0628354001,0
49,0650104001,0
50,0650104003,0
51,0650104004,0
52,0650104005,0
53,0650104007,0
54,0655833001,0
55,0655833002,0
56,0655833003,0
57,0655833004,0
58,0655833011,0
59,0655833015,0
60,0655833017,0
61,0657014001,0
62,0657014002,0
63,0657215001,0
64,0657215002,0
65,0659808001,0
66,0659808002,0
67,0659808003,0
68,0659808004,0
69,0659808008,0
70,0659808010,0
71,0659808013,0
72,0659808017,0
73,0659808020,0
74,0659808021,0
75,0659808026,0
76,0690090001,0
77,0690091002,0
78,0690093001,0
79,0690093002,0
80,0690202001,0
81,0701985001,0
82,0701985002,0
83,0701985004,0
84,0701985005,0
85,0701985016,0
86,0701985017,0
87,0701985018,0
88,0745362001,0
89,0745362002,0
90,0751649001,0
91,0805110002,0
92,0805180003,0
93,0806406001,0
94,0836102001,0
95,0869640001,0
